plate,review_reason_code,customer_meaning,reviewer_comments,status
ESIDE48,2,"STYLE SIDE 48 IN SPANISH ,E IS FOR ESTILLO WHICH MEANS STYLE.",EAST SIDE,N
FST BALZ,1,FAST BALLS. A PITCH IN BASEBALL.,FAST BALLS,N
HEFFER1,2,I LOVE COWS.,HEFFER,N
MGIT SUV,2,"MIDGIT SUV, OR VERY SMALL SUV",MIDGET SUV,N
PISTMPR,2,MOPAR ENGINE IN MY CAR,PISSED,N
TROUT BM,2,TROUT BUM,TROUT AS IN FISH,Y
YRU FAT,2,WY ARE YOU FAT,WHY ARE YOU FAT,N
213 RAMZ,2,LOS ANGELES RAMS,213 AREA CODE,Y
BLU JUSC,2,BLUE JUICE. I CALL MY CAR BLUEBERRY. :),BLUE,Y
E621O72,6,DATE OF BIRTH OF MY KIDS,TIN NUMBER,N
ASTIG/AJ,2,no meaning on reg 17,GOOGLE TRANSLATE SAYS ASTIG=THUG IN FILIPINO. CUSTOMER'S ORIGINAL REQUEST SHOWS ASTIG/AJ EVEN THOUGH IT WASN’T ORDERED WITH A HALF SPACE,N
DAMNATN,3,DAMNATION IS A NAME OF MY FAVORTIVE BEVERAGE,DAMNATION,N
ISOFTN U,2,I WORK IN THE SOFT WATER INDUSTRY. HOME WATER TREATMENT.,"I SOFTEN ""YOU""",N
L8E3O1N,2,LAST NAME,"AREA CODE (831, IN BETWEEN THE LETTER OF HIS LAST NAME) FOR WATSONVILLE, CA",N
MADD8O5,2,I LIVE IN THE 805 AREA CODE,805 AREA CODE (GOLETA),N
M4 HUNTR,2,BMW M4 OWNER,"HAS A BMW, PULLED FOR 'HUNTER'",N
RBS CUDA,1,R=REAL. BS IS THE VIN FOR CUDA. CUDA IS THE CAR,RBS=random boner syndrome… BS isnt part of the vin but he has a 1970 Dodge,N
5OMYGOD,4,5.0 MUSTANG,"(5.OH MY GOD!)HAS A 2016 FORD CP, OK?",N
MAMA2O9,2,no meaning on reg 17,209=stockton area code,N
STBKEJO,2,NICKNAME,STAB KEJO,N
1TGOOCH,1,ITS MY NICKNAME,GOOCH=TAINT,N
BAMM4O8,2,FAMILY,"4O8, AREA CODE",N
G85E626,2,"MY INITIALS, BIRTH YEAR, AND RANDOM NUMBERS","626, AREA CODE",N
HEFE65,4,BOSS 65,HEFE CAN MEAN BOSS BUT IT CAN ALSO MEAN QUEER,N
HPRV,3,IN THE MEMORY OF MY SON WHO PASSED AWAY.,PRV LOOKS LIKE PERV WHICH IS SHORT FOR PERVERT,Y
IGOT2PP,3,ABRIEVIATION FOR BUSSINESS,"PP, TALKING ABOUT PEEING, INAPPROPRIATE TERM",N
JI9II57,6,FATHERS INITIALS AND DATE OF BIRTH.,LOOK ALIKE,N
LUCA2O9,2,LAST NAME AND MY AREA CODE,"2O9, AREA CODE",N
R1O2O16,6,ROI OLYMPIC ON BRAZIL,LOOK ALIKE,N
WHTPCUP,3,BECAUSE IT'S A WHITE PICKUP TRUCK 'WHT P CUP' :D,PCUP SOUNDS LIKE PEE CUP,N
XXXXXXR,6,"CAR MODEL IS VW GOLF ""R""",LOOK ALIKE,N
YTSTME,2,WHY TEST ME,SOUNDS LIKE AN AGGRESSIVE PHRASE,N
1BDBOTI,1,ONE BAD BOW TIE,COULD BE ONE BAD BODY OR ONE BAD BOOTY,N
17196,6,I AM A 911 DISPATCHER. GOLD REPRESENTS US.  MY BEST FRIEND WAS A CHP OFFICER WHO PASSED AWAY. THE BLACK REPRESENTS THE LOSS. 17196 IS HIS BADGE #,ALL DIGITS,Y
2O3OOB2,6,"NONE, EXISTING ISSUED PLATE.",LOOK ALIKE,N
559BRAR,2,BRAR IS MY LAST NAME,"559, AREA CODE",N
5683H2O,6,LOVE WATER,LOOK ALIKE,Y
6ON2PT6,2,ZERO TO 60 MPH IN 2.6 SECONDS,"626, AREA CODE",N
66993,6,USPSA MEMBERSHIP NUMBER,ALL DIGITS,Y
7O7CALI,2,CITY,"7O7, AREA CODE",N
8OO8OOS,6,NICKNAME GIVEN TO ME BY MY FATHER,LOOK ALIKE,N
BAKATXI,3,BAKA MEANS GRANDMA READS GRANDMA TAXI,BAKA MEANS IDIOT OR STUPID IN JAPANESE,N
MRSSPAZ,4,NICKNAME,"SPAZ, NEGATIVE TOWARD PEOPLE WITH DISABILITIES",N
AYIKD69,1,NAMES INITIALS,"69, NO 1969 VEHICLE ON ANI",N
THUG BRD,2,"my cars a Thunderbird, friends call it a thug bird LOL",thug,N
JIZANU2,1,RACING TEAM NAME,"JIZZ ON YOU TOO (SAME LAST NAME, SAME ADDRESS OF ABOVE CUSTOMER)",N
AAA COMA,2,TRIPLE A TACOMA,PULLED FOR COMA,Y
GRMCRPR,2,GRIM CREEPER 4WD CLUB MEMBER,GRIM CREEPER?,Y
LAHOOD1,2,LAST NAME,LA HOOD? (LAST NAME IS LAHOOD),Y
LAHOOD2,2,LAST NAME,LA HOOD? (LAST NAME IS LAHOOD),Y
LAHOOD3,2,LAST NAME,LA HOOD? (LAST NAME IS LAHOOD),Y
LAHOOD4,2,LAST NAME,LA HOOD? (LAST NAME IS LAHOOD),Y
MANSTLR,2,"MAN STEALER, TO STEAL A MAN FROM SOMEONE ELSE.",MAN STEALER,Y
209CRPL,2,AREA CODE 209 AND CORPORAL IS MY NICKNAME...,209 = AREA CODE,N
415CITY,2,SAN FRANCISCO CITY,415 = AREA CODE,N
8O5BUMN,2,(805) AREA CODE IN SANTA BARBARA (BUMN) BEING A BUM ON THE BEACH,805 = AREA CODE,N
GRMA CAT,1,ITS GRANDMA CATS CAR.,PULLED FOR CAT,Y
BLUBMBX,2,BLUE BOOM BOX,BLUE,Y
BLZ2WLZ,2,"BALLS TO THE WALLS LIKE GO FAST, GO HARD ETC",BALLS TO WALLS,N
CRSH BRN,2,"THE TERM ""CRASH AND BURN"" IS A WAY OF WISHING SOMEONE GOOD LUCK IN THE MOVIE ""ROBOT JOX"", SIMILAR TO THE TERM ""BREAK A LEG"". MY FRIENDS AND I LOVE THIS MOVIE.",CRASH AND BURN,N
GOH BLU,2,GO BLUE (MICHIGAN FOOTBALL TEAM CHEER),GO BLUE,Y
NA414O9,6,ANNIVERSARY DATE,POSSIBLE LOOK A LIKE TRAILER,N
OINKY15,4,OINKY FIFTEEN,COP REFERENCE,N
PMNT 562,2,PARAMOUNT 562,562 AREA CODE,N
SWIM DNA,1,YOUTH SWIM TEAM NAME,SPERM,N
XBLUE,2,BEAUTIFUL,BLUE,N
310SCAT,2,AREA CODE AND MODEL OF CAR,310 AREA CODE,N
I$STRPR,1,I LOVE CANDY STRIPERS (HOSPITAL VOLUNTEERS),I LOVE STRIPPERS,N
GONG 818,2,"GONG IS MY LAST NAME, 818 IS MY LUCKY NUMBER",818 AREA CODE,N
PURE 818,2,PURE FOR PURITY 818 FOR MY AREA CODE,818 AREA CODE,N
AKLINE,2,ALASKA LINE,AK COULD STAND FOR AK-47 BUT IT COULD ALSO STAND FOR ALASKA,Y
MB925CC,2,ITS MY CAR CLUB . MUSCLEBOYZ925.CC (CARCLUB),AREA CODE,N
NOSAPO,2,MEANS TO BE FREE IN ISLANDER,"""NO SNITCHES"" ON THE STREETS IT USUALLY ISNT A GOOD TERM",N
3932OA2,6,ACTUAL DMV LICENSE PLATE NUMBER.,LOOK ALIKE,N
562HEMI,2,LONG BEACH HEMI,AREA CODE,N
6191LUV,2,"SAN DIEGO , ONE LOVE",AREA CODE,N
RN8O5,2,REGISTERED NURSE VENTURA COUNTY,AREA CODE,N
BYANY MN,2,not on quickweb,by any means necessary,Y
GSEA MDR,2,it's my boat,"not sure of language, cant translate. Doesn’t look like it's my boat in Franch or German",N
I8PZZA,1,I ATE PIZZA,"ATE, I8PIZZA went through 12/2015 (legacy)",Y
NIGHT 69,1,like the number,"69, no 1969 car on ani",N
ROLLA 33,1,not on quickweb,"ROLLA COULD BE A COROLLA BUT NO TOYOTA ON ANI, URBAN DICTIONARY SAYS ROLLA IS A HO",Y
DTHO1O7,2,WEDDING ANNIVERSALRY,LOOKS LIKE 'DEATH' BUT IT IS INITIALS,N
AADAAMM,3,MY NAME,DAMN,N
BI POLR,2,I HAVE LIVED ON BOTH THE NORTH AND SOUTH POLES.,BI POLAR,Y
BZZZE,2,"MY NICKNAME FOR EDDY""",BUZZ?,N
CPAY 916,2,NICKNAME AND AREA CODE,SACRAMENTO AREA CODE,N
ELITE CP,5,NO MEANING ON REG 17,ELITE COP,Y
JAPJ1,2,NAME,PULLED FOR JAP- NAME IS JAPJIT,N
KOPER,5,NICKNAME,"COP, 'COPPER'",N
OGRCON1,2,INITIALS OF OWNER AND HIS FIRST TRUCK,OG-- OSCAR GARCIA,N
OGRCON2,2,OWNERS INITIALS AND SECOND TRUCK HE OWNS,OG-- OSCAR GARCIA,N
XY 818,2,"NAME OF ME AND MY BOYFRIEND, AND OUR SPECIAL DAY 818.",818 AREA CODE FOR LOS ANGELES,N
7O7VAKA,2,DIGITS ARE MY AREA CODE AND VAKA IS MY HUSBANDS LAST NAME.,707=CALISTOGA AREA CODE,N
831 ALFA,2,NOT ON QUICKWEB YET,831 MONTEREY AREA CODE,N
ANML G 1,2,ANIMAL GIRL #1,"G BY ITSELF, G = GANSTER",N
HULK7O7,2,HULK IS A CARTOON CHARACTERA AND MY DODGE HELLCAT STOCK HP IS 707,707 = AREA CODE,N
POOL G 1,2,POOL GUY #1,"G BY ITSELF, G = GANSTER",N
RD51O,2,ROBERT DORRIS DATSUN 510 SEDAN,510 = AREA CODE,N
6CHAVA9,1,THE OWNERS NICKNAME.,PULLED FOR 69,N
YNG BOSS,2,I'M A YOUNG ENTREPRENEUR AND A TWENTY YEAR OLD BUSINESS OWNER! YOUNG BOSS :),PULLED FOR BOSS,Y
BAD CAT3,1,"BAD CAT, AS IN MY CAR IS COOL BECAUSE IT HAS HELLO KITTY INTERIOR.",PULLED FOR CAT,Y
JAXSCAT,1,JACKIES NEW JAGUAR,PULLED FOR CAT,N
C63S311,6,MODEL OF THE CAR AND OUR LUCKY NUMBERS,LOOK ALIKE,N
26281SV,6,CHILDRENS BIRTHDAY SV MEANING IS SILVA CHILDRENS LAST NAME,LOOK ALIKE,N
NVRTRMP,3,NEVER TRUMP,COULD BE NEVER TRUMP BUT ALSO COULD BE NEVER TRAMP,N
77ZZ77Z,6,NO MEANING. INTERESTING PATTERN.,ALL THE LETTERS AND NUMBERS LOOK THE SAME,N
BOSS8O5,2,THE BOSS,AREA CODE,N
RAYZ714,2,MODEL OF CAR AND YEAR OF CAR,AREA CODE,N
TRD3877,3,FAVORITE COMBINATION OF NUMBERS AND LETTERS,TRD IS SIMILAR TO TURD,N
31OA619,2,AREA CODES OF WHERE I LIVE AND MY FIRST  INITIAL OF MY FIRST NAME,AREA CODE,N
8OO813Z,6,MINE AND MY HUSBANDS MESSENGER #S,LOOK ALIKE,N
8O5AUDI,2,WHERE I LIVE I DRIVE A AUDI,AREA CODE,N
BBKATE,1,BABY KATE,BB COULD STAND FOR BABY BUT ALSO COULD STAND FOR BAREBACK,Y
DTH RIDER,2,CARTOON CHARACTER,DEATH RIDER,N
F F 8O5,2,"FAMILY FIRST, AREA CODE 805",805 = AREA CODE,N
FISH BUM,2,A WANDERER WHO LIKES TO FISH A LOT.,PULLED FOR BUM,N
GRMRPER,2,PETS NAME,GRIM REAPER,N
HEEM51O,2,HENRY AND EMMA 510 (CHILDREN NAMES AND AREA CODE),510 = AREA CODE,N
JLEX31O,2,"MY NAME STARTS WITH J. I DRIVE A LEXUS, 310 IS MY AREA CODE",310 = AREA CODE,N
KITTTTY,1,A CALL FOR CATS,KITTY,N
LAJV818,2,"LOS ANGELES,  JAZLYN VARGAS,  LA AREA CODE",818 = AREA CODE,N
LOVE 619,2,MY WIFE BIRTH MONTH AND DAY. LIVE IN SAN DIEGO WITH THE AREA CODE,619 = AREA CODE,N
OK BAKA,2,OKAY IDIOT,"""BAKA"" MEANS IDIOT IN JAPANESE",N
PB1O 51O,2,PUNJA 510,510 = AREA CODE,N
POTUS 1,2,"""PRESIDENT OF THE UNITED STATES""",PRESIDENT OF THE UNITED STATES,Y
PSOFFYA,2,P.S. OF FAITH YOU AVAIL,PISS OFF,N
RKTNPKT,1,PERSONAL ACRONYM,ROCKET IN POCKET,N
ROFLCOP,5,ROLLING ON THE FLOOR HELICOPTER,PULLED FOR COP,N
SDDN DTH,2,SUDDEN DEATH,SUDDEN DEATH,N
SRPG824,5,"SURFERPIG824, MY SON IS A SURFER AND RETIRED POLICE OFFICER.","SURF PIG, LAW ENFORCEMENT REFERENCE",N
TENGOP2,2,MEXICAN HUMOR,"TENGO = ""I HAVE"" IN SPANISH, ""I HAVE TO PEE""",N
V8 CAT,1,V8 CAT,PULLED FOR CAT,Y
WAR PNT,2,WAR PAINT NATIVE AMERICAN,PULLED FOR WAR,N
WAR WEST,2,MY INITALS,PULLED FOR WAR,N
WNRLUST,1,WANDERLUST LOVING TO TRAVEL,WEINER LUST?,N
WOODYRU,1,SUBARU WAGON WITH WOOD SIDNG,PULLED FOR WOODY,N
1LILROD,1,ONE LITTLE HOT ROD,ROD CAN MEAN ERECTION,N
2 NVRDUI,2,PROMISE TO NVR DUI,PULLED FOR DUI,Y
31O HRSS,2,"310 HORSES, POWER ON THE 2015 MUSTANG",310 = AREA CODE,N
415 BLZR,2,"415 - AREA CODE, BLZR - BLAZER",415 = AREA CODE,N
664 TJ,2,AREA CODE FROM TIJUANA MEXICO,664 = AREA CODE,N
831VALY,2,WHERE I AM FROM.,831 = AREA CODE,N
86 WRWGN,2,86 3/4 TON SUBU,WAR WAGON,N
HRNSTR#,1,MY NAME,HORNSTAR,N
DAAMGNA,3,"MY GRANDPARENTS NAMES DAAM AND GANA, THEY ARE BOTH DICEASED BUT BOUGHT ME THE CAR THESE WILL GO ON.",DAMN GINA,N
JAZZCAT,2,LOVER OF JAZZ MUSIC AND PET CATS,PULLED FOR CAT,Y
PREDITR,2,PREDATOR,PREDATOR,N
559MADE,2,BORN IN FRESNO 559 AREA CODE,559 = AREA CODE,N
BOO D,2,BOO AND MY NAME IS DAVID,BOOTY,N
BOODI,1,HUSBAND AND WIFE'S NAMES COMBINED.,SOUNDS LIKE BOOTY,N
DAMNFST,3,DAMN FAST,"DAMN, CURSE WORD",N
GOMZ562,2,ABBREVIATION FOR LAST NAME AND ZIP CODE I CURRENTLY RESIDE IN.,AREA CODE,N
LADYC,2,NICKNAME,LADY C COULD STAND FOR LADY CRIP,N
NOFUCKS,3,DON'T CARE,SELF EXPLANATORY,N
NWNWMWM,6,ITS THE SOUND MY CAR MAKES ON STARTUP,LOOK ALIKE,Y
OOO99,6,9 IS MY LUCKY NUMBER; THIS IS A COOL  CONFIGURATION THAT LOOKS LIKE LOW PLATE,ALL DIGITS,Y
O8MT7O7,2,08= MONTH OF BIRTH MT= INITIALS FOR MARIA TAMAYO 707= MY AREA CODE,AREA CODE,N
RE661E,2,RE- RICHARD AND ELLIE 66- JUNE 6 TIME I WAS HIRED ON MY JOB 1E- DEPARTMENT WHERE I WORK 1ST EAST,AREA CODE,N
1O839J1,6,THIS IS THE CURRENT LICENSE PLATE NUMBER.,LOOK ALIKE,N
18743,6,THIS IS MY CHP BADGE NUMBER.,ALL DIGITS,Y
51ODIME,2,CAR'S YEAR,AREA CODE,N
568,6,MY MOM'S LUCKY NUMBER,ALL DIGITS,Y
81O,6,MOTOCROSS NUMBER,ALL DIGITS,Y
6O76,6,UNITED STATES MARINE CORPS AIR WING HYDRAULIC MECHANIC,ALL DIGITS,Y
PRUS8TR,1,EAT PRIUS,SOUNDS AND LOOKS TOO SIMILAR TO PUS EATER,Y
AL747,2,PERSONALIZED,BURBANK-LOS ANGELES AREA CODE,N
ANTHRAX,2,HEAVY METAL BAND,POISON,N
BOOMNET,2,MY GRANDFATHER PASSED AWAY IN MARCH OF THIS YEAR AND THIS IS THE NICKNAME HE GAVE ME AS A CHILD,BOOM,N
DETHCMS,2,OVERWATCH,DEATH COMES,N
EVO  8  U,1,CAR SUBMODEL,ATE YOU,N
IBLDBLW,2,"I BLEED BLUE, AS IN A DODGER FAN",BLUE,Y
JP CFNE,2,NAME AND MY NICKNAME,"JP, JAP? NOT CUSTOMER INITIALS",N
MAKS626,2,MY LAST NAME,626=AREA CODE FOR CUSTOMER IN PASADENA,N
MOJO VAN,1,MY NICKNAME,MOJO?,Y
MUNKI,1,nickname,MONKEY,N
MZS OFCR,5,RET. CORRECTIONAL OFFICER,"MS. OFFICER, COP",N
OZZYNWA,2,TWO MUSIC GROUPS MIXED TOGETHER.,NWA.. N WORD,N
323CALI,2,AREA CODE CALIFORNIA,LA PUENTE AREA CODE,N
415LIFE,2,CRAZY LIFE,415 SAN FRANCISCO AREA CODE,N
CFFC 8O5,2,CHRIST FOREVER FOREVER CHRIST AREA CODE,805 SANTA MARIA AREA CODE,N
D2TW,2,DEAD TO THIS WORLD,DEATH TO THE WORLD OR DEAD TO THE WORLD,N
I$BOO T,1,I LOVE GHOSTS AND TYRON,I LOVE BOOTY,N
DRGN BAL,3,DRAGON BALL,BALL,Y
EAT PLTS,1,EAT PLANTS,"PULLED FOR EAT, BUT PLANTS.. OK?",N
RBY BTY,1,RUBY BEAUTY,BOOTY,N
MFFMSUP,3,MY FAMILY FAMILY MY,MF? MONGOLS FOREVER FOREVER MONGOLS M/C CLUB,N
ATESOUL,1,THE PRONUNCIATION OF MY NAME,"ATE, COULD BE SUXUAL REFERENCE",N
BLWPVRT,3,BELOW POVERTY,PVRT SOUNDS LIKE PERVERT,N
LOBO714,2,MEANS F150 IN SPANISH AND 714 FOR MY AREA  CODE,AREA CODE,N
3583,6,SPELLS DUKE ON A TELEPHONE DAIL PAD,ALL DIGITS,Y
4S1F5C,2,SAN FRANCISCO CA 415,AREA CODE,N
646X31O,2,646 (NEW YORK CELL PHONE) TO 310 (LA CELL PHONE),AREA CODE,N
66888,6,HAPPY AND RICH,ALL DIGITS,Y
818TAXI,2,"RAISED IN THE 818 VALLEY, I DRIVES A YELLOW  CAR. PEOPLE ALWAYS CALL ME TAXI.",AREA CODE,N
612,6,AREA CODE OF MY HOMETOWN,ALL DIGITS,N
BLK323I,2,BLACK 323I BMW,323 = AREA CODE,Y
BLVD 619,2,"BOULEVARD 619, BASICALLY LIKE IF IT WAS A STREET NAME BUT ON A LICENSE PLATE.",619 = AREA CODE,N
CHMP31O,2,NAME AND AREA CODE,310 = AREA CODE,N
C 831 T,2,NAME INITIALS,831 = AREA CODE,N
DAMJ,3,DAMAGE,DAMN J,N
DRUBLUD,2,NICKNAME,DREW BLOOD,N
FS LAYER,2,FAMILY MENBERS NAMES FROM OLDEST TO YOUNGEST,PULLED FOR SLAYER,N
NONARCS,5,AS A MOMENTO OF BEING NARCOTIC FREE,NO NARCS,N
OFZR PLZ,5,OFFICER PLEASE,OFFICER PLEASE,N
OG 67,2,OH GEE 67,PULLED FOR OG,N
O G G,2,ORLANDO GIL GONZO,"OG, G",N
PISSALE,2,STEP ON IT,PISS SALE,N
PORTKEE,5,"A ""PORTKEY"" IS A MAGICAL TRANSPORTATION DEVICE IN THE HARRY POTTER SERIES",PORKY? LAW ENFORCEMENT REFERENCE,N
SRMRCOP,5,SISTER MARCI,PULLED FOR COP,N
S4ONE5F,2,SAN 415 (ZIP CODE) FRANCISCO,415 = AREA CODE,N
2P SLOW,2,"IT'S FOR A VOLKSWAGEN MK4, THEY'RE KNONW FOR THEIR SLUGGISHNESS. IT ADDS A PRECAUTION, AND ITS ALSO FUNNY",TO PEE SLOW?,N
327SCT2,2,327 MOTOR,327 REVOLVER,N
415SF89,2,SAN FRANCISCO. BIRTH YEAR.,415 = AREA CODE,N
619 BLVD,2,"619 BOULEVARD, BASICALLY IT SOUNDS LIKE A STREET NAME ON A LICENSE PLATE.",619 = AREA CODE,N
8O315Z1,6,THE SAME NUMBER I RECIEVED,LOOK ALIKE,N
ABLUBNZ,2,BLUE MERCEDES BENZ,A BLUE BENZ,Y
CML TOW,1,NAME OF OUR FAMILY TOWING COMPANY: CAMILLE TOWING.,CAMEL TOE,N
11I11I,6,SIMPLE,LOOKS LIKE ALL NUMBERS,N
BCHBROD,2,BEACH BROAD. GROUP OF LADIES THAT WALKS THE BEACH!,BEACH BROAD,Y
GET A8UP,1,CHALLENGER SRT-8,GET ATE UP,N
LARA 9O9,2,LAST NAME YEAR DATES OF KIDS,AREA CODE FOR FONTANA (CUSTOMER'S AREA CODE),N
DDAY619,2,ANNIVERSARY,AREA CODE,N
367O4V1,6,NO SPECIAL MEANING,LOOK ALIKE,N
ITLYNJP,2,ITALIAN JEEP,LOOKS LIKE ITALIAN JEEP OR COULD BE JAP,N
LHOOQOC,6,PHONETIC INTERPRETATION OF A MARCEL DUCHAMP PAINTING,LOOK A LIKE Q FOR O,N
RAMIT 16,1,DODGE RAM,RAM IT,N
NK31O,2,NATHANIEL AND KRISTIANNE ANNIVERSARY,310 AREA CODE,N
MUGGIN,2,MAD LOOKIN FRONT BUMPER,MUGGIN,N
MADFITT,2,OWNER'S BRAND NAME,ANGRY,Y
RUN OVER,2,RUN OVER,RUN OVER,N
SCATY64,2,THE VEHICLE I DRIVE IS A CHALLENGER SCAT PACK WITH A 6.4L HEMI ENGINE,SCATTY,N
SKARLTT,2,GRAND DAUGHTERS FIRST NAME SCARLETTE,SCARLETT,Y
TTRMN8R,2,THE MEANING IS TERMINATOR. JUST A NICK NAME FORD GAVE THESE CARS.,TERMINATOR,N
17 53O,2,ID#,530 AREA CODE,N
MUGGA,2,MY GRANDKIDS CALL ME MUGGA,MUGGER,N
KUSHI,2,JOY OR DELIGHTED,KUSH WEED MARIJUANA,N
DAVE626,2,NAME AND AREA CODE,626 = AREA CODE,N
IJWH8O5,2,I JUST WORK HERE IN THE 805 AREA CODE,805 = AREA CODE,N
FLYPIGZ,5,FLYING PIGS,PULLED FOR PIGS,N
FLACOHP,5,PARENTS NICKNAME FOR ME AND THE H IS HERREJON AND P FOR PEREZ MY LAST NAMES,FLORIDA COP?,Y
DETHDLR,2,"DEATH DEALER, FROM THE MOVIE UNDERWORLD",DEATH DEALER,N
LBC TRD,2,LONG BEACH CALIFORNIA TOYOTA RACING DEVELOPMENT,TRD = TURD?,N
NMASLAY,2,"NAMASLAY, LIKE NAMASTE BUT SLAY",PULLED FOR SLAY,N
OFCRAOJ,5,OFFICER ALFRED ONATE JR.,OFFICER,N
OG BUMM,2,IT'S A NICKNAME MY FRIENDS GAVE ME GROWING UP BECAUSE I WOULD ALWAYS PLAY THE SAME ARCADE GAME AT THE LAUNDROMAT,PULLED FOR OG,N
OGGHOST,2,ORIGINAL GHOST,PULLED FOR OG,N
OG 216,2,OG - ORIGINAL 216 - 216 CUBIC INCH ENGINE,PULLED FOR OG,N
PIMPMOM,2,"POPKO LAST NAME...KIDS IAN,MARK,PAUL...AND IM THIER MOM.",PULLED FOR PIMP,N
TAN CLAN,2,REPRESENTS FAMILY'S LAST NAME,PULLED FOR CLAN,Y
THE4OH6,2,MONTANA AREA CODE,406 = AREA CODE,Y
WOP SHP,2,WORSHIP OVER POWER SO HE PROSPERS,PULLED FOR WOP,N
6IX 9INE,1,SIX NINE FOR 1969 CHEVROLET ELCAMINO,PULLED FOR 69,N
6O815j1,6,THIS IS THE CURRENT LICENSE NUMBER OF MY VEHICLE. I SIMPLY WANT THE BLACK PLATE.,"LOOK ALIKE, COMMERCIAL PLATE",N
TURFRAT,2,NICKNAME,HOOD RAT?,Y
AKJMS16,2,"ANGELICA, KASSANDRA, JOSELYN, MELANIE SOTO",PULLED FOR AK,Y
CNCBOSS,2,COMPUTER PROGRAMING TERM,PULLED FOR BOSS,Y
C R 45,2,BUSINESS NAME,45 MAGNUM,Y
FBI CAR6,5,WAS IN THE MILITARY AND THATS WHAT WE CALLED OUR TRUCK BEFORE IT WAS DESTROYED,PULLED FOR FBI,N
GRBBIYA,2,"ONE OF AUSTIN POWERS SAYINGS ""GRRRR BABY YEAH!!!""",GRABBIN' YOU?,N
GTOOOOO,2,FOR PONTIAC GTO,CONFIGURATION,N
HDL BOSS,2,HUSBANDS BUSSINES NAME IS HDL TRANSPORT AND BOSS FOR OWNER,PULLED FOR BOSS,Y
HD TRNRZ,1,IT'S A REFERENCE TO THE CAR LOOKING SO NICE IT TURNS HEADS.,HEAD TRAINER?,Y
LHEFE1,2,THE BOSS 1,PULLED FOR HEFE = BOSS,Y
OWSOM 5O,5,AN AWESOME LOOKING 1950 TRUCK,PULLED FOR 5O,N
SLAYMRR,2,SLAY = TO DO AN AMAZING JOB OR TO EXCELL MRR = MONTHLY RECURRING REVENUE,PULLED FOR SLAY,N
2OH6 PYT,2,SEATTLE GIRL,206 = AREA CODE,Y
5O 5 F1,5,TRUCK IS A F100 BUILT IN 1955,PULLED FOR 5O,N
69ZOMBI,1,CAR MAKE AND MODEL,PULLED FOR 69,Y
ACOWTNT,2,ACCOUNTANT,PULLED FOR TNT,Y
APEX7O7,2,IT IS THE EMAIL ADDRESS FOR MY BUSINESS.,707 = AREA CODE,N
LIT F8O,2,BMW M3,LIT = HIGH/DRUNK,N
ZOQUETE,2,FILTHY IN AZTEC,FILTHY,Y
B9K2B5C,2,BICYCLE BROTHERHOOD,AREA CODE,N
CRTS562,2,CRTS IS THE ABBREVIATION FOR CERRITOS AND  562 IS THE AREA CODE FOR CERRITOS,AREA CODE,N
D4111O2,6,BIRTHDAYS,LOOK ALIKE,N
JSTN925,2,"JUSTIN IS MY ENGLISH NAME. SEPTEMBER 25TH,  2014 IS THE ANNIVERSARY DAY WITH MY FIANCEE.",AREA CODE,N
L9NEGRA,2,MY TRUCK IS ALL BLACK SO I CALL HER LA NEGRA. ITS A SPANISH MEANING FOR A BLACK TRUCK,NEGRA IS SIMILAR TO NEGRO,N
MIKE661,2,NAME AND MONTH YEAR BORN,AREA CODE,N
MONA925,2,"MONA IS MY FIANCEE'S ENGLISH NAME.  SEPTEMBER 25TH, 2014 IS THE ANNIVERSARY DAY WITH HER.",AREA CODE,N
OOQOOQQ,6,FAVORITE LETTERS,LOOK ALIKE,N
PCHP31O,2,PORKCHOP IS MY CHILDHOOD NICKNAME,AREA CODE,N
QUEEFED,3,"A NICKNAME THAT MY PARENTS GAVE ME BECAUSE WHEN I WAS LITTLE I COULDN'T PRONOUNCE MY NAME CHRIS. I PRONOUNCED IT ""QUEEFED""","QUEEF, VULGAR TERM",N
SD619IB,2,SD REPRESENTS SAN DIEGO 619 IS OUR AREA  CODE AND IB STANDS FOR IMPERIAL BEACH,AREA CODE,N
SPJR31O,2,INITIALS + AREA CODE,AREA CODE,N
VICK818,2,NAME,AREA CODE,N
Z7ZZZZZ,6,PLATE IS GOING ON A NISSAN 370Z,THE 7 BLENDS IN WITH THE Z AND THEY ALL LOOK ALIKE,N
11391,6,MY COMPAMNY NUMBER,ALL DIGITS,Y
118O5,6,NO MEANING LUCKY NUMBERS,ALL DIGITS,N
62ITCH6,2,"DISNEY CHARACTER ""EXPERIMENT 626"" WHICH IS ALSO KNOWN AS ""STITCH"" FROM  THE MOVIE ""LILO AND STITCH""",AREA CODE,N
66982,6,SURGERY CODE FOR CATARACT SURGERY - I'M AN EYE SURGEON,ALL DIGITS,N
76OGESA,2,ARRIVAL,AREA CODE,N
KRAPF,3,FAMILY NAME,KRAPF IS THE CUSTOMERS LAST NAME BUT KRAPF IS VERY SIMILAR TO CRAP,N
FADYNP,1,FADY NP,COULD BE FATTY NIP (NIPPLE),N
TANK2O9,2,ITS A BIG TRUCK AND I PREFER TO NAME IT TANK AND 209 IS MY AREA CODE,AREA CODE,N
TRD4TOY,2,SUSPENSION SYSTEM INSTALLED ON MY 2016  TOYOTA TUNDRA.,"TRD SOUNDS LIKE TERD, OBSCENE",N
